project_id,is_blue_ccs,log_capacity_mw,region,sponsor_type,sponsor_owner,tech,year_announced,duration,event_any,event_type,capacity_mw,region_short,cap_bkt,key,v7_project_id,sp_record_id,match_quality,Record ID,Project name,Primary end use sector,Primary end use sector detail,Secondary use sector,Output product,Will export,Export destination geography,project_status,Project status major,cbam_endex,sponsor_proxy_cbam
186,1,0.0,Other,Unknown,Unknown,Blue_CCS,2021.0,5,0,0,0.0,OT,XS,2021_OT_1_XS,186,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
187,0,3.9318256327243257,Other,Unknown,Unknown,PEM,2022.0,4,0,0,50.0,OT,L,2022_OT_0_L,187,CETPROJH21413,exact,CETPROJH21413,Morocco Pilot H2,Industry (other),Unknown,Unknown,"Hydrogen,Ammonia",Unknown,,On-hold (assumed),Cancelled,0,0
188,0,0.0,Other,Unknown,Unknown,PEM,2006.0,20,0,0,0.0,OT,XS,2006_OT_0_XS,188,,no_match,,,,,,,,,,,0,0
188,0,0.0,Other,Unknown,Unknown,PEM,2006.0,20,0,0,0.0,OT,XS,2006_OT_0_XS,188,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
189,0,1.791759469228055,Other,Other,Cleanergy Solutions Namibia,PEM,2022.0,4,0,0,5.0,OT,M,2022_OT_0_M,189,CETPROJH258,relaxed,CETPROJH258,Azerbaijan green hydrogen,Unknown,Unknown,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
190,0,0.0,Other,Unknown,Unknown,PEM,2005.0,21,0,0,0.0,OT,XS,2005_OT_0_XS,190,,no_match,,,,,,,,,,,0,0
190,0,0.0,Other,Unknown,Unknown,PEM,2005.0,21,0,0,0.0,OT,XS,2005_OT_0_XS,190,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
191,1,0.0,MENA,Other,Egyptian Natural Gas Holding Company,Blue_CCS,2021.0,5,0,0,0.0,UNK,XS,2021_UNK_1_XS,191,,no_match,,,,,,,,,,,0,0
191,1,0.0,MENA,Other,Egyptian Natural Gas Holding Company,Blue_CCS,2021.0,5,0,0,0.0,UNK,XS,2021_UNK_1_XS,191,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
192,0,0.0,Other,Unknown,Unknown,PEM,2022.0,4,0,0,0.0,OT,XS,2022_OT_0_XS,192,CETPROJH255,exact,CETPROJH255,Demonstrator plant Masdar City,Transport (aviation),,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
193,0,0.0,Other,Unknown,Unknown,PEM,2021.0,5,0,0,0.0,OT,XS,2021_OT_0_XS,193,CETPROJH257,exact,CETPROJH257,Taqa/Emirates steel Green H2 project,Industry (other),Steel,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,1,0
194,1,0.0,MENA,Unknown,Unknown,Blue_CCS,2022.0,4,0,0,0.0,UNK,XS,2022_UNK_1_XS,194,,no_match,,,,,,,,,,,0,0
194,1,0.0,MENA,Unknown,Unknown,Blue_CCS,2022.0,4,0,0,0.0,UNK,XS,2022_UNK_1_XS,194,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
195,0,0.0,Other,Unknown,Unknown,PEM,2021.0,5,0,0,0.0,OT,XS,2021_OT_0_XS,195,CETPROJH2340,exact,CETPROJH2340,Durban Hub,Unknown,Unknown,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
196,1,0.0,Other,Other,GCL-Poly Energy Holdings Ltd,Blue_CCS,2021.0,2,1,1,0.0,OT,XS,2021_OT_1_XS,196,,exact_exhausted,,,,,,,,,,,0,0
196,1,0.0,Other,Other,GCL-Poly Energy Holdings Ltd,Blue_CCS,2021.0,2,1,1,0.0,OT,XS,2021_OT_1_XS,196,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
197,1,0.0,Asia,Other,SINOPEC Qilu Company Limited,Blue_CCS,2017.0,9,0,0,0.0,UNK,XS,2017_UNK_1_XS,197,,no_match,,,,,,,,,,,0,0
197,1,0.0,Asia,Other,SINOPEC Qilu Company Limited,Blue_CCS,2017.0,9,0,0,0.0,UNK,XS,2017_UNK_1_XS,197,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
198,0,5.303304908059076,Asia,Other,Hyundai Corporation,PEM,2026.0,1,0,0,200.0,UNK,XL,2026_UNK_0_XL,198,,no_match,,,,,,,,,,,0,0
198,0,5.303304908059076,Asia,Other,Hyundai Corporation,PEM,2026.0,1,0,0,200.0,UNK,XL,2026_UNK_0_XL,198,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
199,0,2.854168709232204,Asia,Other,"China Iron & Steel Research Institute Group Co., Ltd.",PEM,2025.0,1,0,0,16.36,UNK,L,2025_UNK_0_L,199,,no_match,,,,,,,,,,,0,0
199,0,2.854168709232204,Asia,Other,"China Iron & Steel Research Institute Group Co., Ltd.",PEM,2025.0,1,0,0,16.36,UNK,L,2025_UNK_0_L,199,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
200,0,1.252762968495368,Asia,Other,"Korea Midland Power Co., Ltd.",PEM,2026.0,1,0,0,2.5,UNK,M,2026_UNK_0_M,200,,no_match,,,,,,,,,,,0,0
200,0,1.252762968495368,Asia,Other,"Korea Midland Power Co., Ltd.",PEM,2026.0,1,0,0,2.5,UNK,M,2026_UNK_0_M,200,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
201,0,1.791759469228055,North_America,Other,Chevron Corporation,PEM,2024.0,2,0,0,5.0,NA,M,2024_NA_0_M,201,CETPROJH22193,relaxed,CETPROJH22193,Simon Fraser Clean Hydrogen Hub,Other,R&D,Unknown,Hydrogen,No,,Permitted,Planning - advanced,0,0
202,1,0.0,North_America,Other,"Lake Charles Methanol, LLC",Blue_CCS,2014.0,6,1,1,0.0,NA,XS,2014_NA_1_XS,202,CETPROJH23305,exact,CETPROJH23305,Lake Charles CCS,Unknown,,Unknown,Hydrogen,Unknown,,Plans cancelled,Cancelled,0,0
203,1,0.0,Other_Europe,Oil_major,Equinor ASA,Blue_CCS,2023.0,1,1,1,0.0,OE,XS,2023_OE_1_XS,203,CETPROJH21766,exact,CETPROJH21766,RECYCLE project (REthinking low Carbon hYdrogen production by Chemical Looping rEforming),Unknown,Unknown,Unknown,Hydrogen,No,,Design,Planning - early,0,1
204,1,0.0,North_America,Unknown,Unknown,Blue_CCS,2023.0,1,1,1,0.0,NA,XS,2023_NA_1_XS,204,CETPROJH23301,exact,CETPROJH23301,ConocoPhillips-JERA Americas Hydrogen/Ammonia plant,Unknown,,Unknown,"Hydrogen,Ammonia",Unknown,,Plans cancelled,Cancelled,0,0
205,1,0.0,MENA,Unknown,Unknown,Blue_CCS,2021.0,2,1,1,0.0,UNK,XS,2021_UNK_1_XS,205,,no_match,,,,,,,,,,,0,0
205,1,0.0,MENA,Unknown,Unknown,Blue_CCS,2021.0,2,1,1,0.0,UNK,XS,2021_UNK_1_XS,205,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
206,1,0.0,Asia,Unknown,Unknown,Blue_CCS,2021.0,5,0,0,0.0,UNK,XS,2021_UNK_1_XS,206,,no_match,,,,,,,,,,,0,0
206,1,0.0,Asia,Unknown,Unknown,Blue_CCS,2021.0,5,0,0,0.0,UNK,XS,2021_UNK_1_XS,206,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
207,1,0.0,North_America,Other,Suncor Energy Inc.,Blue_CCS,2023.0,1,1,1,0.0,NA,XS,2023_NA_1_XS,207,CETPROJH23298,exact,CETPROJH23298,Suncor refinery,Unknown,,Unknown,Hydrogen,Unknown,,Plans cancelled,Cancelled,0,0
208,1,0.0,Asia,Other,"HD Hyundai Oilbank Co., Ltd.",Blue_CCS,2021.0,5,0,0,0.0,UNK,XS,2021_UNK_1_XS,208,,no_match,,,,,,,,,,,0,0
208,1,0.0,Asia,Other,"HD Hyundai Oilbank Co., Ltd.",Blue_CCS,2021.0,5,0,0,0.0,UNK,XS,2021_UNK_1_XS,208,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
209,1,0.0,ANZ,Other,Hydrogen Energy Ltd.,Blue_CCS,2014.0,6,1,1,0.0,UNK,XS,2014_UNK_1_XS,209,,no_match,,,,,,,,,,,0,0
209,1,0.0,ANZ,Other,Hydrogen Energy Ltd.,Blue_CCS,2014.0,6,1,1,0.0,UNK,XS,2014_UNK_1_XS,209,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
210,0,1.0986122886681098,EU,Other,Stadtwerke Düsseldorf AG,PEM,2026.0,1,0,0,2.0000000000000004,EU,M,2026_EU_0_M,210,,no_match,,,,,,,,,,,0,0
210,0,1.0986122886681098,EU,Other,Stadtwerke Düsseldorf AG,PEM,2026.0,1,0,0,2.0000000000000004,EU,M,2026_EU_0_M,210,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
211,0,0.048790164169432,Asia,Other,"Gansu Kaishuo New Energy Technology Co., Ltd.",PEM,2026.0,1,0,0,0.049999999999999996,UNK,XS,2026_UNK_0_XS,211,,no_match,,,,,,,,,,,0,0
211,0,0.048790164169432,Asia,Other,"Gansu Kaishuo New Energy Technology Co., Ltd.",PEM,2026.0,1,0,0,0.049999999999999996,UNK,XS,2026_UNK_0_XS,211,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
212,0,6.398594934535208,MENA,Unknown,Unknown,PEM,2021.0,5,0,0,600.0,UNK,XL,2021_UNK_0_XL,212,,no_match,,,,,,,,,,,0,0
212,0,6.398594934535208,MENA,Unknown,Unknown,PEM,2021.0,5,0,0,600.0,UNK,XL,2021_UNK_0_XL,212,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
213,1,0.0,North_America,Other,Woodside Energy Group Ltd,Blue_CCS,2022.0,4,0,0,0.0,NA,XS,2022_NA_1_XS,213,CETPROJH2300,exact,CETPROJH2300,Port Moody H2,Unknown,Unknown,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
214,0,7.00397413672268,Other,Other,Hive Energy Limited,PEM,2021.0,5,0,0,1099.9999999999998,OT,XXL,2021_OT_0_XXL,214,CETPROJH2223,exact,CETPROJH2223,Aconcagua HyPro,Industry (other),Unknown,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
215,1,0.0,ANZ,Other,Yara Pilbara Fertilisers Pty. Ltd.,Blue_CCS,2025.0,1,0,0,0.0,UNK,XS,2025_UNK_1_XS,215,,no_match,,,,,,,,,,,0,0
215,1,0.0,ANZ,Other,Yara Pilbara Fertilisers Pty. Ltd.,Blue_CCS,2025.0,1,0,0,0.0,UNK,XS,2025_UNK_1_XS,215,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
216,0,6.147121235192447,Asia,Other,"Inner Mongolia Gemeng Clean Hydrogen Energy Technology Co., Ltd.",PEM,2021.0,5,0,0,466.37000000000006,UNK,XL,2021_UNK_0_XL,216,,no_match,,,,,,,,,,,0,0
216,0,6.147121235192447,Asia,Other,"Inner Mongolia Gemeng Clean Hydrogen Energy Technology Co., Ltd.",PEM,2021.0,5,0,0,466.37000000000006,UNK,XL,2021_UNK_0_XL,216,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
217,1,0.0,North_America,Other,NUIONIC TECHNOLOGIES (CANADA) INC.,Blue_CCS,2024.0,2,0,0,0.0,NA,XS,2024_NA_1_XS,217,CETPROJH22905,exact,CETPROJH22905,Prairie Horizon Hydrogen Project,Unknown,Unknown,Unknown,"Hydrogen,Ammonia",Unknown,,Plans cancelled,Cancelled,0,0
218,1,0.0,North_America,Other,Nutrien Ltd.,Blue_CCS,2013.0,13,0,0,0.0,NA,XS,2013_NA_1_XS,218,CETPROJH23252,exact,CETPROJH23252,Nutrien Low Carbon Ammonia Plant,Industry (chemical feedstock),Fertilizer,Unknown,Ammonia,No,,Fully commissioned,Operating,1,0
219,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2026.0,1,0,0,1.0,EU,M,2026_EU_0_M,219,,no_match,,,,,,,,,,,0,0
219,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2026.0,1,0,0,1.0,EU,M,2026_EU_0_M,219,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
220,0,1.791759469228055,EU,Other,Diverxia Infraestructuras SL,PEM,2026.0,1,0,0,5.0,EU,M,2026_EU_0_M,220,,no_match,,,,,,,,,,,0,0
220,0,1.791759469228055,EU,Other,Diverxia Infraestructuras SL,PEM,2026.0,1,0,0,5.0,EU,M,2026_EU_0_M,220,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
221,0,0.6931471805599453,Asia,Other,Northern Railway,PEM,2025.0,1,0,0,1.0,UNK,M,2025_UNK_0_M,221,,no_match,,,,,,,,,,,0,0
221,0,0.6931471805599453,Asia,Other,Northern Railway,PEM,2025.0,1,0,0,1.0,UNK,M,2025_UNK_0_M,221,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
222,0,4.564348191467836,MENA,Other,Scatec ASA,PEM,2021.0,5,0,0,94.99999999999999,UNK,L,2021_UNK_0_L,222,,no_match,,,,,,,,,,,0,0
222,0,4.564348191467836,MENA,Other,Scatec ASA,PEM,2021.0,5,0,0,94.99999999999999,UNK,L,2021_UNK_0_L,222,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
223,0,0.6931471805599453,Other,Other,Empresa Nacional del Petróleo,PEM,2024.0,2,0,0,1.0,OT,M,2024_OT_0_M,223,CETPROJH23222,relaxed,CETPROJH23222,EDF EVA Project,Unknown,Unknown,Unknown,"Hydrogen,Ammonia",Unknown,,Plans cancelled,Cancelled,0,0
224,0,0.0198026272961797,Asia,Other,Toyota Motor Corporation,PEM,2026.0,1,0,0,0.019999999999999987,UNK,XS,2026_UNK_0_XS,224,,no_match,,,,,,,,,,,0,0
224,0,0.0198026272961797,Asia,Other,Toyota Motor Corporation,PEM,2026.0,1,0,0,0.019999999999999987,UNK,XS,2026_UNK_0_XS,224,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
225,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2025.0,1,0,0,1.0,EU,M,2025_EU_0_M,225,CETPROJH22718,exact,CETPROJH22718,Plocan offshore green H2 (H2VERDE),Power & heat,Power,Transport (road),Hydrogen,No,,Announced (advanced),Planning - early,0,0
226,0,2.3978952727983707,EU,Other,SWU Energie GmbH,PEM,2024.0,2,0,0,10.000000000000002,EU,L,2024_EU_0_L,226,CETPROJH22430,exact,CETPROJH22430,Ossi Green H2,Power & heat,Power,Unknown,Hydrogen,No,,Feasibility,Planning - early,0,0
227,0,2.3978952727983707,EU,Unknown,Unknown,PEM,2025.0,1,0,0,10.000000000000002,EU,L,2025_EU_0_L,227,CETPROJH23179,exact,CETPROJH23179,Uniper Malmö facility,Unknown,Unknown,Unknown,Hydrogen,No,,Announced (early stage),Planning - early,0,0
228,0,2.3978952727983707,EU,Unknown,Unknown,PEM,2025.0,1,0,0,10.000000000000002,EU,L,2025_EU_0_L,228,CETPROJH23089,exact,CETPROJH23089,August Weckermann KG H2 plant,Power & heat,Power,Unknown,Hydrogen,No,,Fully commissioned,Operating,0,0
229,0,2.5649493574615367,EU,Other,Stadtwerke Stuttgart GmbH,PEM,2024.0,2,0,0,12.0,EU,L,2024_EU_0_L,229,CETPROJH22192,exact,CETPROJH22192,KIT Helmholtz centers R&D project,Other,R&D,Unknown,Hydrogen,No,,Design,Planning - early,0,0
230,0,1.791759469228055,EU,Other,Sauerstoffwerk Friedrichshafen GmbH,PEM,2025.0,1,0,0,5.0,EU,M,2025_EU_0_M,230,,exact_exhausted,,,,,,,,,,,0,0
230,0,1.791759469228055,EU,Other,Sauerstoffwerk Friedrichshafen GmbH,PEM,2025.0,1,0,0,5.0,EU,M,2025_EU_0_M,230,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
231,0,2.772588722239781,EU,Other,Deutsche ReGas GmbH & Co. KGaA,PEM,2025.0,1,0,0,14.999999999999998,EU,L,2025_EU_0_L,231,CETPROJH23073,exact,CETPROJH23073,Hyround,Gas grid,Blending,Transport (road),Hydrogen,No,,Announced (advanced),Planning - early,0,0
232,0,0.6931471805599453,EU,Other,Jmg Cranes Spa ,PEM,2025.0,1,0,0,1.0,EU,M,2025_EU_0_M,232,,exact_exhausted,,,,,,,,,,,0,0
232,0,0.6931471805599453,EU,Other,Jmg Cranes Spa ,PEM,2025.0,1,0,0,1.0,EU,M,2025_EU_0_M,232,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
233,0,4.61512051684126,Other_Europe,Other,Hystar AS,PEM,2025.0,1,0,0,100.00000000000003,OE,XL,2025_OE_0_XL,233,CETPROJH23091,exact,CETPROJH23091,VfA Buchs H2 plant,Transport (road),Heavy Goods Vehicles,Unknown,Hydrogen,No,,Feasibility,Planning - early,0,0
234,0,1.6094379124341005,EU,Other,Hy2gen AG,PEM,2020.0,6,0,0,4.000000000000001,EU,M,2020_EU_0_M,234,CETPROJH21300,relaxed,CETPROJH21300,SINES GH2 SOLAR,Industry (other),Unknown,Power & heat,Hydrogen,Unknown,,Design,Planning - early,0,0
235,1,0.0,Asia,Other,Shaanxi Yanchang Zhongmei Yulin Energy and Chemical Company,Blue_CCS,2022.0,4,0,0,0.0,UNK,XS,2022_UNK_1_XS,235,,no_match,,,,,,,,,,,0,0
235,1,0.0,Asia,Other,Shaanxi Yanchang Zhongmei Yulin Energy and Chemical Company,Blue_CCS,2022.0,4,0,0,0.0,UNK,XS,2022_UNK_1_XS,235,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
236,1,0.0,Asia,Other,China Petroleum & Chemical Corporation,Blue_CCS,2023.0,3,0,0,0.0,UNK,XS,2023_UNK_1_XS,236,,no_match,,,,,,,,,,,0,0
236,1,0.0,Asia,Other,China Petroleum & Chemical Corporation,Blue_CCS,2023.0,3,0,0,0.0,UNK,XS,2023_UNK_1_XS,236,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
237,0,5.017279836814924,MENA,Unknown,Unknown,PEM,2021.0,5,0,0,150.0,UNK,XL,2021_UNK_0_XL,237,,no_match,,,,,,,,,,,0,0
237,0,5.017279836814924,MENA,Unknown,Unknown,PEM,2021.0,5,0,0,150.0,UNK,XL,2021_UNK_0_XL,237,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
238,1,0.0,MENA,Other,Saudi Arabian Oil Company,Blue_CCS,2022.0,4,0,0,0.0,UNK,XS,2022_UNK_1_XS,238,,no_match,,,,,,,,,,,0,0
238,1,0.0,MENA,Other,Saudi Arabian Oil Company,Blue_CCS,2022.0,4,0,0,0.0,UNK,XS,2022_UNK_1_XS,238,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
239,1,0.0,Asia,Industrial_gas,L'Air Liquide S.A.,Blue_CCS,2025.0,1,0,0,0.0,UNK,XS,2025_UNK_1_XS,239,,no_match,,,,,,,,,,,0,1
239,1,0.0,Asia,Industrial_gas,L'Air Liquide S.A.,Blue_CCS,2025.0,1,0,0,0.0,UNK,XS,2025_UNK_1_XS,239,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,1
240,0,6.523562306149512,EU,Other,Stablegrid Projects GmbH,PEM,2025.0,1,0,0,679.9999999999998,EU,XL,2025_EU_0_XL,240,CETPROJH22600,exact,CETPROJH22600,Sleeping Giant Green H2,Industry (other),Unknown,Transport (road),Hydrogen,No,,Announced (advanced),Planning - early,0,0
241,0,3.4339872044851463,EU,Other,Stablegrid Projects GmbH,PEM,2025.0,1,0,0,30.0,EU,L,2025_EU_0_L,241,CETPROJH23223,exact,CETPROJH23223,Viscofan Green H2,Industry (other),Industrial heating,Unknown,Hydrogen,No,,Fully commissioned,Operating,0,0
242,0,6.90875477931522,Asia,Other,Hyundai Corporation,PEM,2025.0,1,0,0,999.9999999999999,UNK,XL,2025_UNK_0_XL,242,,no_match,,,,,,,,,,,0,0
242,0,6.90875477931522,Asia,Other,Hyundai Corporation,PEM,2025.0,1,0,0,999.9999999999999,UNK,XL,2025_UNK_0_XL,242,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
243,0,3.4339872044851463,EU,Other,EDF Renouvelables,PEM,2025.0,1,0,0,30.0,EU,L,2025_EU_0_L,243,CETPROJH23104,exact,CETPROJH23104,P2H2 Antwerp Port AEM,Industry (other),Port operation,Transport (shipping),Hydrogen,No,,Under construction,Planning - advanced,0,0
244,0,1.3862943611198906,Asia,Other,China National Nuclear Corporation,PEM,2024.0,2,0,0,3.0,UNK,M,2024_UNK_0_M,244,,no_match,,,,,,,,,,,0,0
244,0,1.3862943611198906,Asia,Other,China National Nuclear Corporation,PEM,2024.0,2,0,0,3.0,UNK,M,2024_UNK_0_M,244,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
245,1,0.0,North_America,Unknown,Unknown,Blue_CCS,2025.0,1,0,0,0.0,NA,XS,2025_NA_1_XS,245,CETPROJH23163,exact,CETPROJH23163,NXTClean Port Westward,Transport (aviation),,Unknown,"Hydrogen,SAF",Unknown,,Permitted,Planning - advanced,0,0
246,1,0.0,North_America,Other,EPC,Blue_CCS,2022.0,4,0,0,0.0,NA,XS,2022_NA_1_XS,246,CETPROJH22900,exact,CETPROJH22900,Project Phoenix Ammonia complex,Unknown,Unknown,Unknown,Ammonia,Unknown,,On-hold (assumed),Cancelled,0,0
247,0,5.602118820879701,North_America,Other,Synergen Green Energy,PEM,2025.0,1,0,0,270.00000000000006,NA,XL,2025_NA_0_XL,247,CETPROJH22599,relaxed,CETPROJH22599,Landus Green Ammonia Project,Industry (chemical feedstock),Fertilizer,Unknown,Ammonia,No,,Fully commissioned,Operating,1,0
248,1,0.0,North_America,Other,ITOCHU Corporation,Blue_CCS,2022.0,4,0,0,0.0,NA,XS,2022_NA_1_XS,248,CETPROJH2166,exact,CETPROJH2166,Cook Inlet Blue Ammonia,Unknown,Unknown,Unknown,Ammonia,Unknown,,On-hold (assumed),Cancelled,0,0
249,0,2.995732273553991,Other_Europe,Other,Hydrogen Solutions AS,PEM,2023.0,3,0,0,18.999999999999996,OE,L,2023_OE_0_L,249,CETPROJH21877,exact,CETPROJH21877,University of Sheffield SAF R&D,Other,R&D (Transport),Unknown,Hydrogen,No,,Permitted,Planning - advanced,0,0
250,0,0.0,EU,Unknown,Unknown,PEM,2025.0,1,0,0,0.0,EU,XS,2025_EU_0_XS,250,CETPROJH23180,exact,CETPROJH23180,Bothnia LinkH2,Transport (shipping),,Unknown,"Hydrogen,Methanol",Unknown,,Announced (early stage),Planning - early,0,0
251,0,4.61512051684126,Other,Other,ALTUS renewables GmbH,PEM,2025.0,1,0,0,100.00000000000003,OT,XL,2025_OT_0_XL,251,CETPROJH22992,exact,CETPROJH22992,HVLC Prothium (The Protium Project),Industry (other),,Industry (chemical feedstock),Ammonia,Unknown,,Design,Planning - early,0,0
252,0,0.0,North_America,Unknown,Unknown,PEM,2025.0,1,0,0,0.0,NA,XS,2025_NA_0_XS,252,CETPROJH23198,exact,CETPROJH23198,StormFisher Texas Methanol Plant,Unknown,Unknown,Unknown,Methanol,Unknown,,Design,Planning - early,0,0
253,1,0.0,North_America,Other,Nikola Corporation,Blue_CCS,2022.0,4,0,0,0.0,NA,XS,2022_NA_1_XS,253,CETPROJH21394,exact,CETPROJH21394,West Virginia Clean Energy Hub,Unknown,Unknown,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
254,1,0.0,North_America,Other,Cache Power Corp.,Blue_CCS,2025.0,1,0,0,0.0,NA,XS,2025_NA_1_XS,254,CETPROJH23127,exact,CETPROJH23127,Texas City blue methanol - Sandpiper Chemicals,Unknown,Unknown,Unknown,Methanol,Unknown,,Announced (early stage),Planning - early,0,0
255,1,0.0,North_America,Other,Sandpiper Chemicals LLC,Blue_CCS,2025.0,1,0,0,0.0,NA,XS,2025_NA_1_XS,255,CETPROJH22646,exact,CETPROJH22646,Graphitic Energy H2,Unknown,Unknown,Unknown,Hydrogen,No,,Fully commissioned,Operating,0,0
256,0,0.6931471805599453,Other,Unknown,Unknown,PEM,2025.0,1,0,0,1.0,OT,M,2025_OT_0_M,256,CETPROJH23080,relaxed,CETPROJH23080,SOHAR Dutch H3 Green H2,Unknown,Unknown,Unknown,Hydrogen,Unknown,,Feasibility,Planning - early,0,0
257,1,0.0,North_America,Industrial_gas,"Air Products and Chemicals, Inc.",Blue_CCS,2022.0,4,0,0,0.0,NA,XS,2022_NA_1_XS,257,CETPROJH21377,exact,CETPROJH21377,Painter Reservoir Gas Complex,Unknown,Unknown,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,1
258,0,3.044522437723423,EU,Other,VoltH2 Holdings AG,PEM,2025.0,1,0,0,20.0,EU,L,2025_EU_0_L,258,CETPROJH22741,exact,CETPROJH22741,Isoparc business park,Transport (road),Refueling Station,Unknown,Hydrogen,No,,Fully commissioned,Operating,0,0
259,0,1.252762968495368,Other_Europe,Unknown,Unknown,PEM,2025.0,1,0,0,2.5,OE,M,2025_OE_0_M,259,CETPROJH23286,relaxed,CETPROJH23286,Syntholene eSAF Plant,Transport (aviation),,Unknown,"Hydrogen,SAF",Unknown,,Design,Planning - early,0,0
260,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2025.0,1,0,0,1.0,EU,M,2025_EU_0_M,260,,exact_exhausted,,,,,,,,,,,0,0
260,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2025.0,1,0,0,1.0,EU,M,2025_EU_0_M,260,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
261,0,3.044522437723423,North_America,Unknown,Unknown,PEM,2022.0,4,0,0,20.0,NA,L,2022_NA_0_L,261,CETPROJH21418,exact,CETPROJH21418,Port Hawkesbury Paper H2,Industry (other),Unknown,Transport (other),Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
262,1,0.0,Other_Europe,Other,ZEG Power AS,Blue_CCS,2021.0,5,0,0,0.0,OE,XS,2021_OE_1_XS,262,CETPROJH2849,exact,CETPROJH2849,Yamal Peninsula,Industry (other),Unknown,Unknown,Hydrogen,Unknown,,Plans cancelled,Cancelled,0,0
263,1,0.0,EU,Industrial_gas,"Air Products and Chemicals, Inc.",Blue_CCS,2023.0,3,0,0,0.0,EU,XS,2023_EU_1_XS,263,CETPROJH21837,relaxed,CETPROJH21837,Project IRIS Blue Hydrogen,Industry (chemical feedstock),Unknown,Unknown,"Hydrogen,Methanol",Unknown,,Design,Planning - early,1,1
264,0,1.791759469228055,Other,Other,Cleanergy Solutions Namibia,PEM,2025.0,1,0,0,5.0,OT,M,2025_OT_0_M,264,CETPROJH23008,relaxed,CETPROJH23008,GoVerde Energia Bahia,Transport (shipping),,Transport (aviation),"Ammonia,Methanol",Unknown,,Announced (early stage),Planning - early,0,0
265,0,3.1276373444339294,Asia,Other,State Power Investment Corporation Limited,PEM,2024.0,2,0,0,21.819999999999997,UNK,L,2024_UNK_0_L,265,,no_match,,,,,,,,,,,0,0
265,0,3.1276373444339294,Asia,Other,State Power Investment Corporation Limited,PEM,2024.0,2,0,0,21.819999999999997,UNK,L,2024_UNK_0_L,265,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
266,0,1.0986122886681098,EU,Unknown,Unknown,PEM,2025.0,1,0,0,2.0000000000000004,EU,M,2025_EU_0_M,266,,exact_exhausted,,,,,,,,,,,0,0
